time,open,high,low,close,Volume,MA,MA,MA,Low Difference (%),High Difference (%)
1751501935,0.1339,0.1339,0.1339,0.1339,500,0.13466565656565654,0.13416296296296304,0.13399999999999992,NaN,NaN
1751501938,0.1339,0.1339,0.1338,0.1338,38993.7,0.13464949494949494,0.13414814814814824,0.1339555555555555,NaN,NaN
1751501940,0.1339,0.1339,0.1339,0.1339,564.7,0.13463434343434344,0.1341333333333334,0.13393333333333327,NaN,NaN
1751501945,0.1338,0.1338,0.1337,0.1337,1396,0.13461717171717172,0.13411111111111118,0.13389999999999994,NaN,NaN
1751501947,0.1337,0.1337,0.1337,0.1337,201.8,0.1346010101010101,0.13408888888888898,0.1338666666666666,NaN,NaN
1751501950,0.1337,0.1337,0.1337,0.1337,57,0.1345838383838384,0.13406666666666675,0.13383333333333328,NaN,NaN
1751501964,0.1337,0.1337,0.1336,0.1336,1000,0.13456565656565656,0.13404444444444452,0.13378888888888885,NaN,NaN
1751501972,0.1336,0.1336,0.1336,0.1336,12458.1,0.13454747474747475,0.1340222222222223,0.1337555555555555,NaN,NaN
1751501991,0.1335,0.1335,0.1335,0.1335,3500,0.13452929292929292,0.13399629629629636,0.13371111111111103,NaN,NaN
1751501992,0.1335,0.1335,0.1335,0.1335,5000,0.1345111111111111,0.13397037037037043,0.1336666666666666,NaN,NaN
1751501993,0.1335,0.1335,0.1334,0.1335,545.2,0.1344919191919192,0.13394444444444453,0.13363333333333327,NaN,NaN
1751501994,0.1334,0.1334,0.1334,0.1334,8215.2,0.13447272727272727,0.13391851851851858,0.1335777777777777,NaN,NaN
1751502000,0.1334,0.1334,0.1334,0.1334,2000,0.13445454545454547,0.13388888888888897,0.13354444444444435,NaN,NaN
1751502001,0.1334,0.1336,0.1333,0.1336,88849.7,0.13443737373737374,0.13386666666666674,0.13353333333333328,NaN,NaN
1751502002,0.1336,0.1336,0.1336,0.1336,3500,0.13442020202020202,0.13384444444444452,0.13352222222222215,NaN,NaN
1751502003,0.1337,0.1337,0.1337,0.1337,753.5,0.1344050505050505,0.13382222222222231,0.13353333333333325,NaN,NaN
1751502006,0.1338,0.1338,0.1338,0.1338,6963.8,0.1343909090909091,0.13380370370370379,0.13355555555555548,NaN,NaN
1751502009,0.1339,0.1339,0.1339,0.1339,434.9,0.1343777777777778,0.13378518518518526,0.1335999999999999,NaN,NaN
1751502011,0.1339,0.1339,0.1338,0.1338,2746.2,0.13436363636363635,0.13376666666666673,0.13363333333333324,NaN,NaN
1751502030,0.1338,0.1338,0.1337,0.1337,2000,0.13434747474747474,0.13374814814814823,0.13365555555555544,NaN,NaN
1751502034,0.1337,0.1337,0.1336,0.1336,1000,0.1343313131313131,0.1337296296296297,0.13367777777777767,NaN,NaN
1751502037,0.1337,0.1338,0.1337,0.1338,3738.3,0.1343171717171717,0.1337222222222223,0.13372222222222213,NaN,NaN
1751502038,0.1337,0.1337,0.1337,0.1337,500,0.13430303030303029,0.1337111111111112,0.13373333333333323,NaN,NaN
1751502054,0.1336,0.1337,0.1336,0.1336,1500,0.13428787878787876,0.13369629629629637,0.13373333333333323,NaN,NaN
1751502055,0.1337,0.1337,0.1336,0.1336,3111.4,0.13427272727272724,0.13368148148148157,0.13372222222222213,NaN,NaN
1751502057,0.1336,0.1337,0.1336,0.1337,85359.9,0.13425858585858583,0.13367407407407417,0.133711111111111,NaN,NaN
1751502067,0.1336,0.1336,0.1336,0.1336,500,0.13424444444444442,0.13366296296296304,0.1336777777777777,NaN,NaN
1751502068,0.1336,0.1336,0.1335,0.1335,500,0.13423131313131312,0.1336481481481482,0.13364444444444434,NaN,NaN
1751502082,0.1336,0.1336,0.1335,0.1336,37799.5,0.1342191919191919,0.1336407407407408,0.13363333333333324,NaN,NaN
1751502083,0.1336,0.1336,0.1336,0.1336,1000,0.13420808080808078,0.1336296296296297,0.13363333333333327,NaN,NaN
1751502103,0.1335,0.1335,0.1335,0.1335,1821.5,0.13419494949494948,0.1336222222222223,0.13359999999999994,NaN,NaN
1751502104,0.1334,0.1334,0.1334,0.1334,750,0.13418080808080807,0.13361111111111118,0.1335666666666666,NaN,NaN
1751502127,0.1334,0.1334,0.1333,0.1333,1500,0.13416464646464643,0.13359629629629638,0.1335333333333333,NaN,NaN
1751502138,0.1333,0.1333,0.1333,0.1333,2611.6,0.13414646464646462,0.13358518518518525,0.13349999999999998,NaN,NaN
1751502139,0.1333,0.1333,0.1333,0.1333,1168.5,0.1341292929292929,0.13357407407407415,0.13345555555555555,NaN,NaN
1751502145,0.1333,0.1333,0.1333,0.1333,436.6,0.1341131313131313,0.13356666666666675,0.1334222222222222,NaN,NaN
1751502146,0.1333,0.1333,0.1333,0.1333,1000,0.13409696969696966,0.13355925925925935,0.13339999999999996,NaN,NaN
1751502152,0.1333,0.1333,0.1332,0.1333,13441.6,0.13408080808080808,0.13355185185185195,0.1333666666666666,NaN,NaN
1751502153,0.1333,0.1333,0.1333,0.1333,500,0.13406565656565653,0.13354814814814822,0.1333333333333333,NaN,NaN
